employee_id,first_name,last_name,email,phone_number,department,job_title,hire_date,days_service,base_salary,bonus_percentage,status,birth_date,address,city,state,zip_code,country,gender,education,performance_score,last_review_date,employee_level,vacation_days,sick_days,work_location,shift,emergency_contact,ssn,bank_account
EMP687896,Katherine,Nelson,katherine.nelson@company.com,600-523-5251,Procurement,Vendor Manager,2020-12-04,1588,200000.0,3.51,Active,2002-05-25,15255 Patricia Rapids Suite 130,Cleveland,OH,44910,USA,F,Master,69.56,2023-09-18,Senior,14,6,Office,Night,439-658-4655,854-63-4598,DJLT04375959933856
EMP775425,John,Anderson,john.anderson@company.com,001-431-691-7245x719,Procurement,Supply Chain Analyst,2022-11-18,874,54770.53,6.46,Active,1994-07-14,391 Samantha Hills,Miami,FL,12464,USA,M,Professional,82.01,2023-01-22,Senior,9,5,Remote,Day,710-225-1209,310-92-6089,KMPQ44952560498484
EMP592134,Elizabeth,Anderson,elizabeth.anderson@company.com,+1-312-892-5030,Sales,Sales Representative,2020-12-16,1576,73527.16,6.72,Active,1987-11-01,55120 Breanna Mill Suite 377,Springfield,MA,35536,USA,F,Professional,61.88,2022-02-27,Senior,19,3,Remote,Day,440-349-5437x96767,735-66-4012,HYUB87171261007572
EMP223707,Keith,Hernandez,keith.hernandez@company.com,965.890.1721x5563,Engineering,Mechanical Engineer,2020-05-03,1803,56015.09,3.2,Active,1995-07-14,86802 Tanya Burgs,Dallas,TX,86980,USA,M,Professional,77.44,2023-07-15,Senior,10,3,Office,Day,001-669-461-2436x562,336-38-0290,QWGN92031401053569
EMP344841,Donna,Jackson,donna.jackson@company.com,001-951-856-2415x628,Marketing,Marketing Manager,2021-07-28,1352,83458.85,4.35,Active,1993-01-03,422 Tara Roads Suite 966,Buffalo,NY,99449,USA,F,PhD,57.54,2023-09-24,Senior,15,4,Remote,Night,485-255-8850x07831,132-03-2066,QLHJ89275536294095
EMP491738,Lauren,Campbell,lauren.campbell@company.com,622-211-5510,Marketing,Content Strategist,2025-02-25,44,70844.81,5.91,Active,1962-03-29,511 Elizabeth Streets Apt. 249,Austin,TX,87007,USA,F,PhD,81.77,2025-03-17,Entry,21,5,Remote,Day,4738386114,547-50-8777,CZUI62796559962771
EMP555908,Jonathan,Osborne,jonathan.osborne@company.com,569.338.2002,HHRR,HR Manager,2023-07-26,624,30000.0,3.34,Active,1992-01-10,64595 Zamora Drive,Spokane,WA,37422,USA,M,Professional,65.34,2024-02-08,Mid,14,7,Office,Day,001-384-653-4902x7686,253-31-6553,GGGI83381245612400
EMP131647,John,Velez,john.velez@company.com,820.615.6172x735,Procurement,Procurement Manager,2024-08-11,242,32788.9,7.72,Inactive,1966-10-28,3000 Rachel Springs Suite 527,Seattle,WA,09000,USA,Other,Master,70.87,2024-12-18,Entry,13,4,Remote,Day,001-620-655-8855x02436,725-03-1069,ETXU87495480321316
EMP188975,Ryan,Padilla,ryan.padilla@company.com,895.237.6508x179,Engineering,Electrical Engineer,2024-06-10,304,60450.65,0.18,Active,1978-05-25,39195 Ward Points,Boston,MA,28005,USA,M,Professional,71.53,2025-03-01,Entry,15,5,Hybrid,Day,731-882-9313x509,324-65-7244,HZUI85204138737627
EMP274124,Wesley,Stewart,wesley.stewart@company.com,314.513.1081x219,Quality,Process Improvement Specialist,2020-08-26,1688,64869.56,5.9,Active,1963-08-20,72177 Marissa Ridges,Orlando,FL,62374,USA,M,Professional,70.76,2021-01-21,Senior,13,3,Remote,Day,388.926.5864,103-91-9809,RAET55199339263551
EMP492529,William,Thomas,william.thomas@company.com,001-601-651-8338x58392,Finance,Budget Manager,2023-01-26,805,77845.6,4.5,Active,1991-11-14,0079 Beverly Hill Suite 299,Dallas,TX,39172,USA,M,Master,62.26,2023-05-14,Senior,15,4,Office,Night,922-289-7942x6492,417-77-0723,IFTR86433514273677
EMP819170,Anna,Daniels,anna.daniels@company.com,+1-861-299-0684x85663,IT,Database Administrator,2020-12-29,1563,36689.08,0.99,Active,1967-02-12,19301 Baker Underpass Apt. 252,Tampa,FL,62502,USA,F,High School,90.22,2021-07-28,Senior,16,10,Hybrid,Night,001-987-860-9850x47249,614-88-5814,KEUK20364155888798
EMP459059,Shirley,Horton,shirley.horton@company.com,(803)684-9678x7986,Research,Data Scientist,2023-07-13,637,53930.8,2.34,Inactive,1964-01-03,681 Smith River Apt. 666,Tampa,FL,39014,USA,F,Professional,71.42,2024-02-01,Mid,16,4,Office,Night,429-387-9360x39376,482-20-6285,NFYP85584589151002
EMP418431,Cathy,Andrews,cathy.andrews@company.com,+1-738-230-1615x9017,HHRR,Training Coordinator,2021-08-18,1331,30000.0,6.8,Active,2004-05-21,63970 Hamilton Rapids Suite 888,New York,NY,97568,USA,F,Professional,54.4,2023-11-25,Senior,10,7,Office,Day,001-898-995-2821x217,186-21-5802,PSGU12117352475459
EMP407245,Wesley,Gomez,wesley.gomez@company.com,8493283723,Security,Cybersecurity Analyst,2022-02-14,1151,74981.19,9.12,Active,1979-02-02,5357 Amy Expressway,Chicago,IL,74970,USA,M,Professional,66.07,2022-04-25,Senior,12,6,Remote,Day,(558)326-1231x08226,838-30-2172,LAMW29235978061334
EMP530504,Crystal,Boyle,crystal.boyle@company.com,(553)254-4731x840,HHRR,Training Coordinator,2021-07-04,1376,50938.04,4.35,Active,2006-05-25,8904 Walker Haven Apt. 815,Chicago,IL,28992,USA,F,High School,81.42,2022-08-19,Senior,17,7,Office,Day,600.962.2271,428-36-7424,ZXRB69926219956650
EMP798481,Charles,Roberts,charles.roberts@company.com,001-574-874-3810x517,Logistics,Warehouse Supervisor,2021-10-14,1274,77136.6,7.27,Active,2007-02-01,88131 Andrew Divide,Tacoma,WA,60964,USA,M,Professional,93.15,2021-11-02,Senior,16,4,Office,Day,+1-485-343-9044,548-37-6991,OMIV48055355576029
EMP678683,Tara,Foster,tara.foster@company.com,956.329.7648,Development,Software Engineer,2023-03-12,760,62474.9,7.52,Active,1973-06-04,056 Katrina Branch,Pittsburgh,PA,31023,USA,F,Professional,76.78,2024-02-12,Senior,10,5,Office,Day,661-838-6874,495-16-0024,XMEQ18927366469211
EMP343622,Brian,Townsend,brian.townsend@company.com,218-856-3308,R&D,Research Scientist,2023-09-24,564,30000.0,7.52,Inactive,1984-12-02,117 Vaughn Inlet Suite 698,Springfield,IL,84271,USA,M,Professional,65.03,2024-02-28,Mid,17,3,Office,Flexible,+1-544-835-2315x2034,358-43-3654,KRLH46031369200809
EMP184348,Michelle,Daniels,michelle.daniels@company.com,001-913-699-7610x76571,Training,Instructional Designer,2022-05-21,1055,72753.25,7.8,Active,1999-04-19,631 Amanda Trace Suite 639,Tampa,FL,02895,USA,F,Professional,66.67,2022-10-02,Senior,32,6,Remote,Day,822.479.5629,704-94-3580,YEBI66675540196057
EMP544920,Melissa,Quinn,melissa.quinn@company.com,(457)389-9529,HHRR,Employee Relations Specialist,2021-01-14,1547,62385.43,6.82,Active,1995-01-11,61817 Steven Squares Suite 222,Philadelphia,PA,67252,USA,F,Professional,66.31,2023-12-29,Senior,22,4,Hybrid,Night,355.946.4188x411,045-21-1697,MWIU56069897379116
EMP150086,Maurice,Johnson,maurice.johnson@company.com,(631)415-2295,Customer Service,Customer Success Manager,2022-06-04,1041,89183.77,7.58,Inactive,1985-03-17,222 Clements Mount Apt. 788,Worcester,MA,15880,USA,M,Master,90.35,2022-08-09,Senior,17,5,Hybrid,Night,711-964-5390x95586,891-39-5163,TMER21179617328341
EMP540625,Elizabeth,Floyd,elizabeth.floyd@company.com,(784)774-1673x076,HHRR,Employee Relations Specialist,2024-03-10,396,57800.96,2.45,Active,1963-06-26,07141 Klein Corners,Philadelphia,PA,94431,USA,F,Professional,58.95,2024-03-28,Mid,20,0,Office,Day,(332)532-9335,141-51-2331,JZAZ98073592010651
EMP388698,Megan,Bennett,megan.bennett@company.com,+1-731-273-1569x462,Marketing,Content Strategist,2025-01-20,80,99777.44,6.7,Active,1960-12-21,457 Vargas Track Suite 907,Jacksonville,FL,83793,USA,F,PhD,72.0,2025-02-17,Entry,10,6,Office,Day,(611)205-9273,508-14-1019,MLRE44413198133232
EMP529898,Matthew,Martinez,matthew.martinez@company.com,855.608.2188,Research,Research Analyst,2023-08-21,598,37131.14,6.47,Active,1967-01-11,4418 Humphrey Coves Suite 330,Spokane,WA,68913,USA,M,Professional,77.31,2024-03-28,Mid,17,3,Office,Day,(299)504-5327,265-16-5530,UXJQ72620732241235
EMP701199,Kristin,Hayes,kristin.hayes@company.com,+1-490-721-3766,Customer Service,Client Relations Manager,2020-10-13,1640,58866.28,2.66,Active,1985-01-10,8860 Kyle Burg Suite 628,Jacksonville,FL,99233,USA,F,Professional,76.61,2024-03-08,Senior,13,6,Hybrid,Night,+1-890-303-1063x70837,068-73-2542,RDYM56173341801371
EMP728296,Ashley,Gray,ashley.gray@company.com,489.631.1476x5602,Research,Research Analyst,2020-08-31,1683,47090.67,2.96,Active,1984-01-16,1817 Price Pike,Seattle,WA,64923,USA,F,High School,81.52,2023-09-26,Senior,17,2,Office,Day,+1-897-729-7110,681-75-5904,QNFJ20551003427216
EMP541331,Jasmine,Duncan,jasmine.duncan@company.com,623-451-2946,Customer Service,Customer Service Representative,2021-06-03,1407,61746.29,6.77,Active,1975-02-12,4887 Porter Courts,Rockford,IL,01187,USA,F,Professional,70.22,2021-11-01,Senior,3,6,Hybrid,Day,727.893.5777x90193,765-07-2525,YTYL35457975183738
EMP916029,Mallory,Mcguire,mallory.mcguire@company.com,+1-498-689-9300x43545,Marketing,Marketing Manager,2025-01-01,99,105390.75,2.34,Active,1965-10-02,8646 Gaines Views,Allentown,PA,66937,USA,F,Master,74.28,2025-04-07,Entry,9,3,Office,Day,503-874-4227,131-42-9992,MPNI48657012019048
EMP456111,Jamie,Hampton,jamie.hampton@company.com,+1-672-470-1521,Sales,Regional Sales Director,2025-02-08,61,116962.96,4.5,Active,1970-02-06,026 Anderson Ways Apt. 281,Worcester,MA,71015,USA,F,Professional,65.66,2025-03-31,Entry,15,7,Hybrid,Flexible,001-764-973-2865x676,098-16-9340,BBUV39378886529009
EMP292256,Alison,Patterson,alison.patterson@company.com,863-816-6329,Customer Service,Client Relations Manager,2023-06-15,665,53477.34,6.68,Inactive,1973-04-27,5419 Vaughan Corner,Pittsburgh,PA,54091,USA,F,Professional,77.6,2023-12-23,Mid,14,4,Office,Night,(892)300-0138,113-17-5981,HITF44273905797562
EMP622270,Douglas,Perez,douglas.perez@company.com,(446)424-7847x4210,Security,Physical Security Specialist,2024-07-26,258,56801.79,7.94,Active,2002-02-21,7128 Jeffrey Junctions,Allentown,PA,57640,USA,M,Professional,66.87,2024-12-11,Entry,14,4,Office,Day,693-776-2049x9706,651-21-8600,OUMF20419532223092
EMP275781,Renee,Hart,renee.hart@company.com,+1-277-415-0618x0439,Customer Service,Customer Success Manager,2024-09-07,215,54828.63,7.62,Inactive,1965-07-10,78117 Jason Heights,Pittsburgh,PA,19289,USA,F,Professional,69.63,2025-02-28,Entry,14,4,Office,Day,627-380-2667,757-80-0261,KTYR02489307469689
EMP986139,David,Pittman,david.pittman@company.com,994.546.9314,IT,Software Developer,2020-08-11,1703,127000.46,3.57,Active,1984-09-25,455 Byrd Parkways,Miami,FL,93152,USA,M,Professional,76.41,2022-06-05,Senior,14,7,Office,Flexible,797.616.2057x53520,426-33-1778,TWMY19926850963927
EMP937926,Kelly,Davis,kelly.davis@company.com,701.634.6951x905,HHRR,Training Coordinator,2022-07-22,993,59591.8,8.29,Active,2004-03-02,85045 Morris Stravenue,Tampa,FL,93551,USA,F,Professional,73.57,2022-11-20,Senior,17,10,Office,Day,+1-856-835-1429x8742,676-51-7787,LPTZ55439713469239
EMP605844,Donald,Perez,donald.perez@company.com,6573289630,HHRR,Training Coordinator,2022-04-07,1099,30000.0,1.58,Leave,1998-10-14,21364 Mullins River Suite 759,Jacksonville,FL,76668,USA,M,High School,90.72,2022-06-13,Senior,15,2,Office,Night,532-710-9464x2545,289-53-9116,DZXJ82526710627792
EMP204474,Bruce,Jordan,bruce.jordan@company.com,+1-531-214-3892x1564,Development,Web Developer,2021-05-18,1423,52739.39,4.1,Active,1999-01-21,4064 Sherman Wells Suite 640,Rockford,IL,77076,USA,M,Master,83.27,2023-10-08,Senior,17,2,Hybrid,Night,+1-881-727-7075x104,157-15-5641,QAGO32500912603914
EMP339315,Kevin,Olson,kevin.olson@company.com,392-679-1063,Security,Security Manager,2020-10-29,1624,64782.27,5.79,Active,1978-03-15,3158 Jessica Knolls Suite 722,Chicago,IL,46968,USA,M,Professional,67.5,2023-05-21,Senior,14,12,Office,Day,+1-944-257-6131x6304,004-62-5370,ELAC94185709674117
EMP298184,Carol,Clark,carol.clark@company.com,431-681-1267x858,HHRR,Training Coordinator,2022-06-16,1029,77132.27,2.52,Active,1994-12-03,228 Garcia Avenue,Springfield,MA,84950,USA,Other,Professional,88.0,2023-03-26,Senior,18,7,Remote,Flexible,+1-790-386-4591x937,184-33-8561,MAHD01848267275521
EMP436902,Richard,Wells,richard.wells@company.com,(529)394-1110,Support,Service Desk Analyst,2023-08-05,614,101999.13,7.64,Active,1962-03-24,8345 Hamilton Parkway,Orlando,FL,98121,USA,M,PhD,87.52,2023-11-29,Mid,15,7,Remote,Day,+1-846-572-5588x1967,319-72-6940,EYBV61805904340826
EMP917816,Eric,Wright,eric.wright@company.com,446-386-3744x1053,Legal,Contract Specialist,2024-05-27,318,112688.87,2.92,Active,1964-10-15,335 Jesse Land,Houston,TX,69752,USA,Other,PhD,90.25,2024-08-28,Entry,13,6,Remote,Day,+1-914-900-4043x6268,765-14-6530,BVCC06346153272101
EMP601014,Stacey,Turner,stacey.turner@company.com,+1-414-439-2520x5930,Finance,Financial Analyst,2024-04-19,356,161343.97,2.54,Active,1967-07-04,76520 Davis Village Suite 965,Worcester,MA,24352,USA,F,PhD,78.72,2025-04-02,Entry,14,3,Office,Day,+1-375-650-9452x9860,547-75-6181,TDCR85589411969513
EMP957726,Yvonne,Stone,yvonne.stone@company.com,379.919.0967x2857,Logistics,Logistics Manager,2024-05-25,320,58397.73,5.64,Active,1974-03-24,117 King Mall Apt. 300,Miami,FL,16390,USA,F,Professional,87.42,2024-05-29,Entry,13,7,Hybrid,Day,001-730-946-8980x5577,839-77-0500,VKUU73609087845097
EMP526539,Katie,Carpenter,katie.carpenter@company.com,001-955-795-5893x11525,Development,Web Developer,2022-11-11,881,127699.83,8.18,Active,1977-11-21,47590 Avila Meadow Suite 539,Seattle,WA,01348,USA,F,Master,67.53,2023-01-24,Senior,13,2,Office,Day,874.627.4442,104-64-9062,TSMC92102258959752
EMP467074,Thomas,Lloyd,thomas.lloyd@company.com,(297)889-0843,Research,Market Researcher,2023-11-20,507,137699.93,2.62,Leave,1962-09-24,693 Rodriguez Springs,Tacoma,WA,13936,USA,M,Professional,81.92,2024-03-05,Mid,15,3,Office,Day,(521)381-0918x88543,305-97-4325,YJJV04340655188137
EMP936414,Theresa,Brown,theresa.brown@company.com,+1-578-350-4839x83644,Quality,Quality Control Inspector,2020-10-11,1642,98685.89,3.56,Active,1992-02-03,2092 Young Radial Suite 492,Houston,TX,63326,USA,Other,Master,79.41,2023-12-08,Senior,8,7,Office,Night,793.277.2401x06758,300-59-4421,LRXO31891952833642
EMP824071,Michael,Craig,michael.craig@company.com,8057654974,Customer Service,Client Relations Manager,2023-01-13,818,70315.84,5.36,Active,1962-09-09,84727 Shannon Walks Suite 755,Philadelphia,PA,35866,USA,M,Professional,67.09,2023-02-03,Senior,12,7,Remote,Flexible,(839)245-1320x72148,303-57-3034,FQPC10245685545460
EMP948463,Latoya,Myers,latoya.myers@company.com,+1-688-914-2815x6429,Training,Corporate Trainer,2022-09-03,950,50756.55,6.62,Active,1964-10-23,072 Lopez Hollow Suite 814,Dallas,TX,81395,USA,F,High School,84.68,2023-05-31,Senior,15,3,Remote,Day,653-975-3604,135-09-4382,MQRG00003701947323
EMP877177,Melissa,Mcdonald,melissa.mcdonald@company.com,+1-718-683-8970x9045,R&D,Research Scientist,2023-11-16,511,69538.64,1.32,Active,1961-03-06,965 Henry Landing Suite 489,Seattle,WA,55964,USA,F,Professional,91.01,2024-03-09,Mid,20,4,Remote,Day,817-217-1271x8530,762-08-1571,UKTG62398259701718
EMP347549,Noah,Durham,noah.durham@company.com,215.206.9903x187,Engineering,Civil Engineer,2021-10-26,1262,46593.1,1.62,Active,2006-08-03,840 Elizabeth Junction Apt. 739,Augusta,GA,54313,USA,M,Professional,76.94,2022-05-09,Senior,18,5,Office,Flexible,(919)746-8409x210,199-41-4940,BAMK17518133381342
EMP920680,Allison,Thomas,allison.thomas@company.com,539-767-7444x15424,Marketing,Content Strategist,2023-09-21,567,30000.0,3.61,Active,1999-03-07,9943 Miguel Flat,Spokane,WA,71376,USA,F,High School,87.68,2024-02-26,Mid,6,4,Remote,Day,918-396-0650x518,017-19-1644,GZPM41950004146378
EMP669669,Kimberly,Doyle,kimberly.doyle@company.com,001-660-894-9540,HHRR,Recruitment Specialist,2021-07-24,1356,63817.13,6.23,Active,1975-06-13,95642 Salazar Fields,Rochester,NY,17227,USA,F,Professional,79.12,2023-11-18,Senior,16,3,Hybrid,Night,642-208-1445,880-45-9499,PVCQ48779256489300
EMP675323,Elizabeth,Horton,elizabeth.horton@company.com,562-490-8910x54599,R&D,R&D Technician,2022-05-16,1060,55121.84,6.25,Active,1969-08-18,9863 Juarez Cliff,Springfield,IL,20784,USA,F,Professional,73.38,2024-01-04,Senior,17,9,Office,Day,+1-812-472-4316x76136,372-85-1521,MAJO72780976542212
EMP151717,Amanda,Woodward,amanda.woodward@company.com,001-854-306-4807,Design,Creative Director,2022-06-16,1029,57577.12,0.64,Active,1999-11-04,103 Dana Neck,Houston,TX,01757,USA,F,Master,58.68,2022-08-31,Senior,10,3,Office,Night,(219)723-2527x96775,584-61-9745,WOVX90735203807181
EMP346419,Phyllis,Jones,phyllis.jones@company.com,855.807.1919x98599,HHRR,Payroll Coordinator,2024-07-25,259,63289.43,2.97,Active,1997-03-13,9610 Moore Road Apt. 688,Springfield,IL,76733,USA,F,Professional,59.71,2024-08-20,Entry,9,1,Office,Night,+1-714-922-7016x492,184-12-0468,YDKM00505123640753
EMP861898,Tina,Nguyen,tina.nguyen@company.com,+1-625-423-8511x907,Security,Cybersecurity Analyst,2023-10-15,543,74779.81,3.69,Active,1990-06-14,1974 Smith Course,Cincinnati,OH,62905,USA,F,Professional,70.7,2024-02-24,Mid,15,10,Remote,Night,382.346.8824,471-24-1619,YUWZ53300037456659
EMP976773,Paul,Miller,paul.miller@company.com,613-494-0568x970,Design,UX/UI Designer,2023-08-19,600,61428.67,3.46,Active,2004-05-19,554 Rogers Glens Apt. 515,New York,NY,60778,USA,M,High School,81.07,2024-01-07,Mid,22,0,Office,Day,547.867.0069,384-26-4587,FGGM48769946333044
EMP672981,Tiffany,Aguilar,tiffany.aguilar@company.com,(384)592-0169,Quality,Process Improvement Specialist,2021-11-19,1238,35153.88,5.12,Leave,1960-05-09,648 Rich Trafficway Suite 052,Pittsburgh,PA,71657,USA,F,High School,72.95,2022-07-13,Senior,11,3,Remote,Day,001-538-345-6462x59127,534-85-6027,KIOI64502309716498
EMP104086,Jesse,Sims,jesse.sims@company.com,001-692-692-5696x5622,Procurement,Supply Chain Analyst,2023-09-11,577,56457.62,4.88,Active,1985-04-25,03438 Campbell Stream,Buffalo,NY,10464,USA,M,Professional,67.62,2023-09-19,Mid,22,5,Remote,Day,291.835.1404,504-20-9545,AGZJ51049862540361
EMP221517,Keith,Hodge,keith.hodge@company.com,940.942.1733,Logistics,Inventory Control Specialist,2024-04-30,345,49159.0,6.06,Active,1988-01-12,29732 Chen Rapids Apt. 162,Tacoma,WA,53528,USA,M,High School,52.08,2024-09-03,Entry,21,7,Office,Night,442.328.3759x692,108-66-5908,OVSS74808592333278
EMP452955,Hannah,Armstrong,hannah.armstrong@company.com,(444)404-9718x438,Research,Data Scientist,2023-04-28,713,97450.89,5.95,Inactive,1976-09-13,004 Tony Island Apt. 208,Springfield,MA,29455,USA,Other,Professional,79.05,2023-06-17,Mid,18,5,Office,Night,736-986-4152x69888,312-31-5197,UPWV60263217405266
EMP131792,Matthew,Anderson,matthew.anderson@company.com,3974801095,Operations,Operations Manager,2024-02-23,412,41133.76,6.58,Active,1995-07-22,3564 Cooper Pine Suite 828,Peoria,IL,18328,USA,M,Professional,78.95,2024-03-18,Mid,7,6,Hybrid,Day,556-582-6501x1063,279-46-0196,HRXC06432965308866
EMP527439,Nicole,Hill,nicole.hill@company.com,(883)703-1292,Engineering,Mechanical Engineer,2023-01-26,805,77980.93,6.97,Inactive,1983-01-21,9052 Carr Brooks Apt. 963,Pittsburgh,PA,83857,USA,F,Professional,79.0,2024-02-14,Senior,12,6,Hybrid,Day,8475178158,796-41-3443,ISIA96490022815392
EMP362767,Joseph,Bush,joseph.bush@company.com,(587)502-3730,IT,Network Engineer,2025-01-18,82,53438.06,3.69,Active,1980-06-11,670 Tamara Row,Pittsburgh,PA,39870,USA,M,Professional,80.05,2025-02-08,Entry,15,4,Hybrid,Night,7225717603,561-43-8078,BIJY68554269576059
EMP799115,Mario,Lawson,mario.lawson@company.com,209.217.4042x0742,Security,Security Manager,2024-08-01,252,57631.79,5.51,Active,1971-10-07,4320 Edward Branch Suite 930,Seattle,WA,07602,USA,M,High School,83.75,2025-01-29,Entry,9,7,Office,Flexible,834-265-5483,371-75-7707,MZPD55340411529288
EMP386397,Connor,Marsh,connor.marsh@company.com,(952)331-6720x12713,Legal,Compliance Officer,2021-03-05,1497,48646.19,5.86,Active,1986-01-12,603 Jonathan Pass,Rockford,IL,67185,USA,M,Master,68.32,2022-12-16,Senior,13,2,Office,Day,2362976395,702-74-1876,OZCC70042691435340
EMP124579,Vincent,Hill,vincent.hill@company.com,(459)595-7096x75368,Quality,Production Assistant,2023-07-21,629,88411.63,5.42,Inactive,1998-06-26,887 Johnson Crescent,Tacoma,WA,44505,USA,M,Master,73.96,2024-04-07,Mid,20,7,Remote,Flexible,(597)620-0616,761-16-7344,UZXP39772830116835
EMP826600,Amy,Burton,amy.burton@company.com,668.268.5831x8000,Customer Service,Customer Service Representative,2024-03-19,387,49643.57,2.38,Active,1960-08-29,39237 Tran Station,Rockford,IL,89571,USA,Other,High School,65.74,2024-04-08,Mid,14,4,Hybrid,Day,+1-409-581-4864x616,461-03-3458,DIAH64472123213331
EMP484478,Sarah,Garcia,sarah.garcia@company.com,001-511-952-1863,Customer Service,Customer Success Manager,2021-03-24,1478,66424.84,6.03,Active,2002-12-04,965 Daniel Passage Apt. 647,Philadelphia,PA,96658,USA,F,Professional,84.88,2022-01-17,Senior,13,8,Office,Flexible,(832)965-6496x1953,318-69-9164,FHIL96077123772621
EMP877942,Pamela,Gomez,pamela.gomez@company.com,+1-404-926-7054x610,R&D,Innovation Manager,2021-04-20,1451,30000.0,7.42,Active,1999-07-19,549 Cathy Loop,Rockford,IL,07112,USA,F,Professional,77.91,2022-04-19,Senior,11,8,Office,Day,797.899.6892,383-09-2578,POSS68881802453058
EMP271516,Cynthia,Jackson,cynthia.jackson@company.com,+1-203-908-5315x369,R&D,Product Development Engineer,2021-08-02,1347,51942.39,4.97,Active,1960-02-26,965 Wilkins Stravenue,Peoria,IL,05428,USA,F,Master,72.47,2023-02-14,Senior,15,4,Hybrid,Day,001-624-327-6160,533-28-9919,FUOD86970166727915
EMP218976,Scott,Baird,scott.baird@company.com,001-676-219-3755,Support,Technical Support Specialist,2024-04-18,357,37478.22,5.04,Active,1986-09-23,92088 Aaron Crescent Suite 919,Springfield,MA,62482,USA,M,High School,77.03,2025-03-08,Entry,15,3,Remote,Day,415-842-3551x1331,095-54-6485,ELEJ00033359432919
EMP418025,Amber,Taylor,amber.taylor@company.com,+1-279-574-7657,Logistics,Inventory Control Specialist,2020-07-31,1714,54935.72,3.6,Active,2007-04-04,121 Wood Mill Apt. 603,Buffalo,NY,96381,USA,F,Professional,74.36,2022-07-31,Senior,8,5,Hybrid,Night,688.982.2311,857-67-5075,RQXC71805878450343
EMP653690,Jennifer,Blake,jennifer.blake@company.com,9854497953,Quality,Production Assistant,2025-01-13,87,93176.49,4.92,Active,2001-02-06,214 Antonio Manors,San Francisco,CA,28168,USA,F,Professional,65.8,2025-03-19,Entry,15,5,Office,Flexible,(952)602-4306x22864,060-28-1447,EZBD89554335586332
EMP665677,Kathleen,Romero,kathleen.romero@company.com,810.244.3691,Operations,Logistics Specialist,2023-03-20,752,106426.57,3.65,Leave,1969-05-09,9004 Pacheco Corners Apt. 802,Worcester,MA,19361,USA,F,Master,72.22,2023-06-19,Senior,14,2,Hybrid,Night,934-641-1991x55354,122-36-7346,JVHJ12276613424128
EMP160584,John,Roberts,john.roberts@company.com,579.688.6432x163,Security,Cybersecurity Analyst,2023-07-26,624,87975.63,8.47,Active,1987-06-07,5093 Robert Isle Apt. 894,Philadelphia,PA,88716,USA,M,Master,64.1,2024-02-27,Mid,14,5,Office,Day,588-273-7206x9148,370-12-8343,ODRD53770655744195
EMP666552,Lisa,Romero,lisa.romero@company.com,+1-646-557-3203x585,IT,Database Administrator,2024-02-20,415,192449.31,4.35,Active,2003-02-20,16708 Danny Views Suite 296,Dallas,TX,91448,USA,Other,Master,78.6,2024-02-21,Mid,15,5,Hybrid,Night,352-502-1473,599-20-2051,WNCK82225955356384
EMP930575,Gary,Cervantes,gary.cervantes@company.com,921-223-2494x4910,Procurement,Purchasing Agent,2020-07-13,1732,76610.98,4.59,Active,1970-05-19,2966 Jessica Ways Suite 018,Spokane,WA,17554,USA,M,Professional,77.01,2023-03-08,Senior,10,1,Remote,Day,810.399.9921x1200,160-36-9895,VRRT64055876417747
EMP824054,Eric,Walker,eric.walker@company.com,604.902.3514,Security,Cybersecurity Analyst,2022-12-25,837,153388.83,3.39,Active,1965-11-28,6352 Anita Shore,San Francisco,CA,42248,USA,M,Professional,83.54,2024-01-13,Senior,20,5,Office,Flexible,428-431-8907x939,242-23-9414,SSRE77935564830054
EMP708158,Paul,Singh,paul.singh@company.com,001-651-680-6473x7340,Finance,Accounts Payable Clerk,2022-03-12,1125,136486.93,4.09,Active,1978-12-28,6495 Richard Park,San Antonio,TX,91223,USA,M,Master,87.14,2023-01-04,Senior,13,4,Office,Day,245-850-3371,540-65-6909,YTSV19732781179275
EMP509502,Jeffrey,Murphy,jeffrey.murphy@company.com,983.825.6332x952,Research,Academic Researcher,2020-08-11,1703,55959.0,4.49,Active,2001-12-09,303 Summers Crossing Apt. 479,Boston,MA,23077,USA,M,Professional,62.85,2023-12-02,Senior,16,3,Remote,Day,935.330.8356,305-41-1232,FUZJ12282329076312
EMP665331,Kimberly,Carlson,kimberly.carlson@company.com,6365655358,Research,Academic Researcher,2025-01-21,79,64165.17,7.73,Active,1999-04-22,734 Ryan Land,Houston,TX,34368,USA,Other,Professional,68.7,2025-02-24,Entry,16,4,Remote,Night,481.793.9408,414-27-6679,RNSL27827826446614
EMP493722,Eric,Hogan,eric.hogan@company.com,+1-744-803-3608x809,Legal,Paralegal,2020-10-01,1652,200000.0,3.21,Active,2001-01-04,06994 Kendra Plain,Dallas,TX,20365,USA,M,Professional,76.84,2021-02-09,Senior,12,6,Remote,Day,700.946.7151x85401,898-99-8355,DYWQ00607291514738
EMP662302,Gregory,Crawford,gregory.crawford@company.com,823-542-6134,Procurement,Vendor Manager,2023-12-22,475,55127.27,7.21,Leave,1981-03-02,6365 Smith Prairie Suite 338,Seattle,WA,85357,USA,M,Professional,89.01,2024-03-31,Mid,12,5,Office,Day,(388)821-6275x85125,852-87-3142,BQKL27153023712919
